Guest_Name,Age,Room_Type,CheckIn_Date,CheckOut_Date,Booking_Channel,Total_Charges,Satisfaction_Score
aNa pereira,25,Deluxe,2025-01-21,2025-01-26,Direto no Balcao,1169.44645946854,3.0
joAo SANTOS,59,Standard,2025-01-01,2025-01-11,Booking.com,1441.9234750720252,4.0
MARIA okawachi,61,Deluxe,2025-02-09,2025-02-17,Booking.com,2154.178438580185,4.0
luYz silva,31,Deluxe,2025-09-05,2025-09-18,Agencia,-3528.059433188927,
carlos ALVES,19,Deluxe,2025-07-21,2025-08-03,Booking.com,3611.8891271447637,3.0
feliPe okawachi,54,Standard,2025-09-29,2025-09-30,Booking.com,139.21881825241638,4.0
joAo okawachi,55,Standard,2025-11-09,2025-11-16,Direto no Balcao,1207.8809391531101,
aNa ALVES,58,Suite,2025-08-03,2025-08-07,Site Oficial,1487.0490353309838,4.0
aNa SANTOS,79,Suite,2025-12-28,2026-01-02,Direto no Balcao,2372.7419478131155,4.0
aNa silva,77,Suite,2025-02-19,2025-02-25,Site Oficial,2647.901793686464,3.0
julia ALVES,31,Standard,2025-11-26,2025-12-01,Agencia,771.7952665613734,5.0
lucas silva,19,Deluxe,2025-01-11,2025-01-23,Booking.com,2741.9928532875924,1.0
feliPe pereira,34,Standard,2025-06-02,2025-06-03,Agencia,159.68773758395767,1.0
joAo silva,45,Standard,2025-06-24,2025-07-06,Site Oficial,1928.731023217016,4.0
MARIA costa,83,Standard,2025-06-16,2025-06-25,Direto no Balcao,1598.762918621974,3.0
luYz SANTOS,52,Deluxe,2025-02-16,2025-02-18,Direto no Balcao,553.4828036499232,
joAo silva,22,Standard,2025-11-07,2025-11-16,Agencia,1262.472563654376,
feliPe ALVES,82,Standard,2025-10-12,2025-10-22,Site Oficial,1569.2749347314925,5.0
carlos pereira,57,Suite,2025-12-05,2025-12-07,Agencia,804.4724480372954,5.0
carlos chiavini,73,Standard,2025-09-04,2025-09-13,Agencia,1584.749987571381,5.0
pAulo okawachi,53,Standard,2025-06-25,2025-07-01,Booking.com,959.8673209084,2.0
joAo SANTOS,62,Standard,2025-05-16,2025-05-27,Agencia,1655.4587770487276,5.0
luYz pereira,40,Suite,2025-06-10,2025-06-19,Booking.com,3497.7131973482956,3.0
MARIA pereira,64,Deluxe,2025-08-23,2025-09-05,Booking.com,3174.676232520776,3.0
ferNanda pereira,48,Standard,2025-08-02,2025-08-08,Direto no Balcao,895.0383153594191,5.0
aNa costa,28,Suite,2025-01-17,2025-01-23,Booking.com,2300.6830975550447,4.0
luYz SANTOS,27,Suite,2025-07-12,2025-07-25,Booking.com,5873.990666748249,5.0
aNa costa,84,Standard,2025-02-03,2025-02-14,Direto no Balcao,1555.2412222812889,3.0
julia okawachi,31,Deluxe,2025-01-26,2025-02-09,Agencia,3373.227379474294,4.0
MARIA silva,27,Deluxe,2025-08-03,2025-08-05,Site Oficial,553.4059061123819,2.0
joAo costa,18,Deluxe,2025-01-14,2025-01-22,Site Oficial,2020.7764148016424,4.0
luYz chiavini,22,Standard,2025-06-24,2025-06-27,Site Oficial,495.6211494753448,5.0
ferNanda silva,37,Suite,2025-07-24,2025-07-31,Agencia,2807.1986576225554,4.0
joAo SANTOS,25,Deluxe,2025-05-18,2025-05-23,Booking.com,1196.4243114503013,3.0
feliPe costa,60,Standard,2025-11-09,2025-11-12,Site Oficial,459.98156733071426,1.0
ferNanda okawachi,18,Standard,2025-10-26,2025-10-27,Agencia,140.1242786166707,2.0
pAulo costa,74,Standard,2025-10-11,2025-10-19,Booking.com,-1280.981708039043,4.0
